id,text,label_l1,label_l2,scenario,source,complexity
8566,Врач Смирновой не объяснил 🙏,negative_feedback,staff,escalation_flow,augmented,simple
8567,Невежливо ответили!!,negative_feedback,staff,escalation_flow,augmented,simple
8568,Запись к пародонтологу на завтра,booking,new_appointment,booking_flow,variation,simple
8569,снимок не помогло,negative_feedback,quality,escalation_flow,variation,simple
8570,Почём пломбирование?,faq,price,faq_flow,variation,simple
8571,После чистку у Смирновой стало хуже заранее спасибо,negative_feedback,quality,escalation_flow,augmented,medium
8572,Интересует лечение каналов 👍,anamnesis,services,anamnesis_flow,augmented,simple
8573,нижний зуб сильно болит,anamnesis,symptom,anamnesis_flow,variation,simple
8574,Как подготовиться к имплантацию спасибо,faq,visit_prep,faq_flow,augmented,simple
8575,Нужно удаление,anamnesis,services,anamnesis_flow,variation,simple
8576,Интересует осмотр,anamnesis,services,anamnesis_flow,variation,simple
8577,"Добрый день, не получится прийти",booking,cancel,booking_flow,augmented,complex
8578,Язвочки на слизистой пожалуйста 🦷,anamnesis,complaint,anamnesis_flow,augmented,simple
8579,Это возмутительно?!,negative_feedback,general,escalation_flow,augmented,simple
8580,"Не смогу прийти, уезжаю 👍 🦷",booking,cancel,booking_flow,augmented,complex
8581,"Добрый день, всего хорошего",conversational,farewell,conversation_flow,augmented,complex
8582,Хоч увозврат,negative_feedback,general,escalation_flow,augmented,simple
8583,А обязательно 🦷,faq,followup,faq_flow,augmented,simple
8584,"Добрый день, спасибо большое",conversational,gratitude,conversation_flow,augmented,complex
8585,удаление это больно?,faq,procedure,faq_flow,variation,simple
8586,Анестезия входит в стоимость,faq,procedure,faq_flow,augmented,simple
8587,"Привет, после кт у лебедевой стало хуже",negative_feedback,quality,escalation_flow,augmented,complex
8588,"Здрасвтвуйте, удачи",conversational,farewell,conversation_flow,augmented,complex
8589,"Подскажите, добрый день, есть противопоказания?",faq,procedure,faq_flow,augmented,complex
8590,Почём коронку.,faq,price,faq_flow,augmented,simple
8591,Болит верхняя десна уже со вчера,anamnesis,symptom,anamnesis_flow,variation,medium
8592,"Скажите, врач не объяснил",negative_feedback,staff,escalation_flow,augmented,complex
8593,"Здравствуйте, интересует брекеты",anamnesis,services,anamnesis_flow,augmented,complex
8594,"Подскажите, не понравилось 👍",negative_feedback,general,escalation_flow,augmented,complex
8595,Работаете в субботу?!,faq,clinic_info,faq_flow,augmented,simple
8596,НЕ СОВСЕМ ПОНЯЛ пожалуйста,faq,followup,faq_flow,augmented,simple
8597,Интересует осмотр заранее спасибо,anamnesis,services,anamnesis_flow,augmented,simple
8598,шестёрка сильно болит заранее спасибо,anamnesis,symptom,anamnesis_flow,augmented,simple
8599,эй 😢,conversational,greeting,conversation_flow,augmented,simple
8600,"ЗДРАВСТВУЙТЕ, СКОЛЬКО СТОИТ УДАЛИТЬ ЗУБ?",faq,price,faq_flow,augmented,complex
8601,"Да, конечно...",conversational,confirmation,conversation_flow,augmented,complex
8602,Мне неп ерезвонили день,negative_feedback,service_issue,escalation_flow,augmented,simple
8603,"Здравствуйте, брекеты сколько стоит?",faq,price,faq_flow,augmented,complex
8604,ЕСТЬ АЛЬТЕРНАТИВЫ,faq,procedure,faq_flow,augmented,simple
8605,Нагрубили...,negative_feedback,staff,escalation_flow,augmented,simple
8606,"Добрый день, позже?",conversational,unclear,clarification_flow,augmented,complex
8607,Возможно...,conversational,unclear,clarification_flow,augmented,simple
8608,Что нельзя после коронку?,faq,visit_prep,faq_flow,variation,simple
8609,Врач Смирновой не объяснил?,negative_feedback,staff,escalation_flow,augmented,simple
8610,Надо подумать?!,conversational,unclear,clarification_flow,augmented,simple
8611,А если я не буду заранее спасибо,faq,followup,faq_flow,augmented,medium
8612,"Скажите, до свидания!",conversational,farewell,conversation_flow,augmented,complex
8613,коронку сколько стоти?,faq,price,faq_flow,augmented,simple
8614,У меня шатается зуб...,anamnesis,complaint,anamnesis_flow,augmented,simple
8615,Надо поосветоваться!,conversational,unclear,clarification_flow,augmented,simple
8616,"Добрый день, оТМЕНИТЕ ЗАПИСЬ",booking,cancel,booking_flow,augmented,complex
8617,Сколько стоит 🙏,faq,price,faq_flow,augmented,simple
8618,"Отмените Запись, заболел.",booking,cancel,booking_flow,augmented,complex
8619,Сколько стоит?!,faq,price,faq_flow,augmented,simple
8620,Хочу поставить коронку заранее спасибо заранее спасибо,anamnesis,services,anamnesis_flow,augmented,medium
8621,Можно перенести на воскресенье?!,booking,reschedule,booking_flow,augmented,simple
8622,Есть время на на этой неделе?,booking,new_appointment,booking_flow,variation,medium
8623,"Скажите, нижний зуб болит сильно 🙏",anamnesis,symptom,anamnesis_flow,augmented,complex
8624,Интересует консультацию,anamnesis,services,anamnesis_flow,variation,simple
8625,Хочу имплантацию спасибо заранее спасибо,anamnesis,services,anamnesis_flow,augmented,simple
8626,Выпала пломба,anamnesis,complaint,anamnesis_flow,template,simple
8627,"Скажите, как подготовиться к Коронку?",faq,visit_prep,faq_flow,augmented,complex
8628,"Привет, мне не перезвонили две недели",negative_feedback,service_issue,escalation_flow,augmented,complex
8629,Можно перенести на сегодня заранее спасибо,booking,reschedule,booking_flow,augmented,medium
8630,Я вам перезвоню...,conversational,unclear,clarification_flow,augmented,simple
8631,Надо подуамть спасибо,conversational,unclear,clarification_flow,augmented,simple
8632,коронкуэ то больно?,faq,procedure,faq_flow,augmented,simple
8633,Можно бзе этого 😊,faq,followup,faq_flow,augmented,simple
8634,СоглАсен 🙏,conversational,confirmation,conversation_flow,augmented,simple
8635,Нужно брекеты,anamnesis,services,anamnesis_flow,variation,simple
8636,"Здрваствуйте, хорошего дня",conversational,farewell,conversation_flow,augmented,complex
8637,Ладно?,conversational,confirmation,conversation_flow,augmented,simple
8638,После лечение кариеса у Петровой стало хуже?!,negative_feedback,quality,escalation_flow,augmented,medium
8639,ПРИЯНТО,conversational,confirmation,conversation_flow,augmented,simple
8640,Хочу на гигиену,booking,new_appointment,booking_flow,template,simple
8641,"СКАЖИТЕ, ПЛАНИРУЮ ЛЕЧЕНИЕ КАНАЛОВ",anamnesis,services,anamnesis_flow,augmented,complex
8642,ХОЧУ ЕПРЕНЕСТИ ЗАПИСЬ,booking,reschedule,booking_flow,augmented,simple
8643,Принимаете ОМС?!,faq,clinic_info,faq_flow,augmented,simple
8644,Спасибо за информацию,conversational,gratitude,conversation_flow,template,simple
8645,Поозвите главврача 🦷,negative_feedback,general,escalation_flow,augmented,simple
8646,Принимаете рассрочку 🙏,faq,clinic_info,faq_flow,augmented,simple
8647,Работаете в на следующей неделе 🙏!!,faq,clinic_info,faq_flow,augmented,medium
8648,Срок службы 🙏,faq,procedure,faq_flow,augmented,simple
8649,"Скажите, у меня кровоточивость с утра",anamnesis,symptom,anamnesis_flow,augmented,complex
8650,А можно по-другому 🦷,faq,followup,faq_flow,augmented,simple
8651,Почём лечение каналов 🦷,faq,price,faq_flow,augmented,simple
8652,Как проходит консультаицю заранее спасибо,faq,procedure,faq_flow,augmented,simple
8653,После лечение кариеса у Сидорова стало хуже,negative_feedback,quality,escalation_flow,variation,medium
8654,Не сейчас 😊,conversational,unclear,clarification_flow,augmented,simple
8655,интересует лечение каналов 😊,anamnesis,services,anamnesis_flow,augmented,simple
8656,Интересует коронка 🙏,anamnesis,services,anamnesis_flow,augmented,simple
8657,А вдруг не оплучится,faq,followup,faq_flow,augmented,simple
8658,не совсем понял!!,faq,followup,faq_flow,augmented,simple
8659,Прикусил щёку 👍,anamnesis,complaint,anamnesis_flow,augmented,simple
8660,угу 🦷,conversational,confirmation,conversation_flow,augmented,simple
8661,Всего хорошего,conversational,farewell,conversation_flow,template,simple
8662,Нужно изменить дату приёма заранее спасибо,booking,reschedule,booking_flow,augmented,medium
8663,Спасибо за помощь спасибо,conversational,gratitude,conversation_flow,augmented,simple
8664,Запись к ортодонту на утро 🙏,booking,new_appointment,booking_flow,augmented,medium
8665,Интересует коронку пожалуйста,anamnesis,services,anamnesis_flow,augmented,simple
8666,Интересует отбеливание,anamnesis,services,anamnesis_flow,variation,simple
8667,"Привет, буду",conversational,confirmation,conversation_flow,augmented,complex
8668,Запишите на КТ,booking,new_appointment,booking_flow,variation,simple
8669,приём начался с опозданием 🦷,negative_feedback,service_issue,escalation_flow,augmented,simple
8670,После реставрацию у Новикова стало хуже,negative_feedback,quality,escalation_flow,variation,medium
8671,"Добрый день, не решил ещё...",conversational,unclear,clarification_flow,augmented,complex
8672,пломбирование сколько стоит?,faq,price,faq_flow,variation,simple
8673,После виниры у Петровой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
8674,Сколько нельзя курить после удаление?,faq,visit_prep,faq_flow,variation,simple
8675,Что вы рекомендутее?,faq,followup,faq_flow,augmented,simple
8676,"поясните, пожалуйста 😢",faq,followup,faq_flow,augmented,complex
8677,"Не смоуг прийти, не смогу",booking,cancel,booking_flow,augmented,complex
8678,КАК ПРОХОДИТ КОНСУЛЬТАЦИЮ спасибо,faq,procedure,faq_flow,augmented,simple
8679,Есть микроскоп,faq,clinic_info,faq_flow,augmented,simple
8680,"Поясните, пожалуйста!",faq,followup,faq_flow,augmented,complex
8681,Сколько нельзя пить после лечение кариеса?,faq,visit_prep,faq_flow,variation,medium
8682,"Привет, петровой был груб",negative_feedback,staff,escalation_flow,augmented,complex
8683,После элайнеры у Волкова стало хуже,negative_feedback,quality,escalation_flow,variation,medium
8684,Наверное 🦷,conversational,unclear,clarification_flow,augmented,simple
8685,НЕ СМОГУ В НАЗНАЧЕННОЕ ВРЕМЯ!!,booking,reschedule,booking_flow,augmented,simple
8686,Врач не слушал заранее спасибо,negative_feedback,staff,escalation_flow,augmented,simple
8687,Не уверен заранее спасибо 🦷,conversational,unclear,clarification_flow,augmented,simple
8688,Что нельзя после снимок...,faq,visit_prep,faq_flow,augmented,simple
8689,"Не смогу прийти, уезжаю...",booking,cancel,booking_flow,augmented,complex
8690,АДМИНИТСРАТОР НАХАМИЛ,negative_feedback,staff,escalation_flow,augmented,simple
8691,"Подскажите, да, хорошо",conversational,confirmation,conversation_flow,augmented,complex
8692,НАДО ПОСОВЕТОВАТЬСЯ?!,conversational,unclear,clarification_flow,augmented,simple
8693,"Здравствуйте, есть WhatsApp?",faq,clinic_info,faq_flow,augmented,complex
8694,Сколько нельзя куритьп осле КТ?,faq,visit_prep,faq_flow,augmented,simple
8695,имплантацию не помогло,negative_feedback,quality,escalation_flow,variation,simple
8696,Хорошего дня спасибо!!,conversational,farewell,conversation_flow,augmented,simple
8697,ресатврацию не помогло,negative_feedback,quality,escalation_flow,augmented,simple
8698,Запись потеряли...,negative_feedback,service_issue,escalation_flow,augmented,simple
8699,Планирую КТ,anamnesis,services,anamnesis_flow,variation,simple
8700,Интересует виниры,anamnesis,services,anamnesis_flow,variation,simple
8701,Приветствую.,conversational,greeting,conversation_flow,augmented,simple
8702,Хочу изменить время записи спасибо,booking,reschedule,booking_flow,augmented,simple
8703,Можно перенести на на этой неделе...,booking,reschedule,booking_flow,augmented,medium
8704,Невежливое обслуживание!!,negative_feedback,staff,escalation_flow,augmented,simple
8705,"Привет, прощайте",conversational,farewell,conversation_flow,augmented,complex
8706,Угу спасибо,conversational,confirmation,conversation_flow,augmented,simple
8707,"ПРИВЕТ, КАК СВЯЗАТЬСЯ?",faq,clinic_info,faq_flow,augmented,complex
8708,Доброе утро 🦷 👍,conversational,greeting,conversation_flow,augmented,simple
8709,Никто не перезвонил 👍,negative_feedback,service_issue,escalation_flow,augmented,simple
8710,Зуб реагирует на холодное пожалуйста,anamnesis,symptom,anamnesis_flow,augmented,simple
8711,После реставрацию у Лебедевой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
8712,Запись к хирургу на вторник,booking,new_appointment,booking_flow,variation,simple
8713,Спасибо за помощь пожалуйста пожалуйста,conversational,gratitude,conversation_flow,augmented,simple
8714,Запись к гигиенисту на на этой неделе,booking,new_appointment,booking_flow,variation,medium
8715,Сколько длится элайнеры?,faq,procedure,faq_flow,variation,simple
8716,"Здравствуйте, зуб потемнел",anamnesis,complaint,anamnesis_flow,augmented,complex
8717,А если не поможет 🦷,faq,followup,faq_flow,augmented,simple
8718,Не получится прийти,booking,cancel,booking_flow,template,simple
8719,Сколько стоит лечение кариеса?!,faq,price,faq_flow,augmented,simple
8720,"Отмените, пожалуйста!!",booking,cancel,booking_flow,augmented,complex
8721,"Привет, врач Петровой не объяснил",negative_feedback,staff,escalation_flow,augmented,complex
8722,После лечение каналов у Сидорова стало хуже,negative_feedback,quality,escalation_flow,variation,medium
8723,После чистку у Сидорова стало хуже 👍,negative_feedback,quality,escalation_flow,augmented,medium
8724,Больше не приду 🙏,negative_feedback,general,escalation_flow,augmented,simple
8725,верхняя десна ночью болит,anamnesis,symptom,anamnesis_flow,variation,simple
8726,Сколько будет стоить всё лечение?,faq,price,faq_flow,template,simple
8727,Перезапишите на утро заранее спасибо,booking,reschedule,booking_flow,augmented,simple
8728,"Здравствуйте, сколько нельзя курить после элайнеры?",faq,visit_prep,faq_flow,augmented,complex
8729,Посвоетуюсь,conversational,unclear,clarification_flow,augmented,simple
8730,Как проходит брекеты 😊,faq,procedure,faq_flow,augmented,simple
8731,Какая цена на виниры?,faq,price,faq_flow,variation,simple
8732,Когда прийти на осмотр?,faq,visit_prep,faq_flow,template,simple
8733,Есть 3D-томограф?,faq,clinic_info,faq_flow,template,simple
8734,Сколько стоит имплант?,faq,price,faq_flow,template,simple
8735,РАЗОЧАРОВАН ПОЖАЛУЙСТА,negative_feedback,general,escalation_flow,augmented,simple
8736,Пок ане решил,conversational,unclear,clarification_flow,augmented,simple
8737,Работаете в завтра?,faq,clinic_info,faq_flow,variation,simple
8738,После чистку у Кузнецовой стало хуже...,negative_feedback,quality,escalation_flow,augmented,medium
8739,"Подскажите, хочу к челюстно-лицевому хирургу спасибо",booking,new_appointment,booking_flow,augmented,complex
8740,"Скажите, спасибо, до свидания",conversational,gratitude,conversation_flow,augmented,complex
8741,винир отклеился!,anamnesis,complaint,anamnesis_flow,augmented,simple
8742,консультацию сколько стоти?,faq,price,faq_flow,augmented,simple
8743,Есть время на вечер?,booking,new_appointment,booking_flow,variation,simple
8744,"Привет, сколько нельзя пить алкоголь после снимок пожалуйста",faq,visit_prep,faq_flow,augmented,complex
8745,Ретейнер отклеился?!,anamnesis,complaint,anamnesis_flow,augmented,simple
8746,ИМПЛАНТАЦИЮ НЕ ПОМОГЛО 🙏,negative_feedback,quality,escalation_flow,augmented,simple
8747,"Скажите, отбеливание сколько стоит?",faq,price,faq_flow,augmented,complex
8748,Большое спасибо 🙏,conversational,gratitude,conversation_flow,augmented,simple
8749,"Привет, привет, да",conversational,confirmation,conversation_flow,augmented,complex
8750,"Подскажите, записал",conversational,confirmation,conversation_flow,augmented,complex
8751,"Подскажите, надо посоветоваться пожалуйста",conversational,unclear,clarification_flow,augmented,complex
8752,Хоуч пожаловаться,negative_feedback,general,escalation_flow,augmented,simple
8753,После чистку у Морозовой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
8754,Есть время на субботу 👍 спасибо,booking,new_appointment,booking_flow,augmented,medium
8755,Точно нужно!,faq,followup,faq_flow,augmented,simple
8756,Записал 😢,conversational,confirmation,conversation_flow,augmented,simple
8757,"Привет, здравствуйте?",conversational,greeting,conversation_flow,augmented,complex
8758,"Здравствуйте, конечно",conversational,confirmation,conversation_flow,augmented,complex
8759,"Привет, да",conversational,confirmation,conversation_flow,augmented,complex
8760,Принимаете Apple Pay,faq,clinic_info,faq_flow,augmented,simple
8761,"Подскажите, спасибо за информацию 👍",conversational,gratitude,conversation_flow,augmented,complex
8762,"Здравствуйте, после профгигиену у Волкова стало хуже",negative_feedback,quality,escalation_flow,augmented,complex
8763,Благодарю вас 👍 спасибо,conversational,gratitude,conversation_flow,augmented,simple
8764,"Здравствуйте, хОЧУ ПОЖАЛОВАТЬСЯ",negative_feedback,general,escalation_flow,augmented,complex
8765,Ок 👍,conversational,confirmation,conversation_flow,augmented,simple
8766,"Привет, сколько стоит протезирование...",faq,price,faq_flow,augmented,complex
8767,"кровоточивость, что делать?",anamnesis,symptom,anamnesis_flow,variation,simple
8768,мне не перезвонили неделю!!,negative_feedback,service_issue,escalation_flow,augmented,simple
8769,"Добрый день, перенесите на понедельник?",booking,reschedule,booking_flow,augmented,complex
8770,Приём начался с опозданием?,negative_feedback,service_issue,escalation_flow,augmented,simple
8771,После КТ у Волкова стало хуже,negative_feedback,quality,escalation_flow,variation,medium
8772,"Подксажите, уберите мою запись",booking,cancel,booking_flow,augmented,complex
8773,Перезапишите на другое время!,booking,reschedule,booking_flow,augmented,simple
8774,Сколькон ельзя есть после виниры?,faq,visit_prep,faq_flow,augmented,simple
8775,Здравствуйте 🙏 😊,conversational,greeting,conversation_flow,augmented,simple
8776,Позовите главврача.,negative_feedback,general,escalation_flow,augmented,simple
8777,"Добрый день, есть детский кабинет заранее спасибо",faq,clinic_info,faq_flow,augmented,complex
8778,Почём протезирование 😊,faq,price,faq_flow,augmented,simple
8779,Петровой был груб,negative_feedback,staff,escalation_flow,variation,simple
8780,ПОЧЁМ ЧИСТКУ пожалуйста,faq,price,faq_flow,augmented,simple
8781,"подскажите, хочу возврат",negative_feedback,general,escalation_flow,augmented,complex
8782,Здроово 😊,conversational,greeting,conversation_flow,augmented,simple
8783,Есть время на на следующей неделе,booking,new_appointment,booking_flow,augmented,medium
8784,Запишите на пломбирование,booking,new_appointment,booking_flow,variation,simple
8785,После удаление у Кузнецовой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
8786,Почём 👍,faq,price,faq_flow,augmented,simple
8787,брекеты сколько стоит пожалуйста,faq,price,faq_flow,augmented,simple
8788,"Привет, сколько нельзя пить алкоголь после лечение каналов?",faq,visit_prep,faq_flow,augmented,complex
8789,отмена записи заранее спасибо,booking,cancel,booking_flow,augmented,simple
8790,Принимаете ОМС 🦷,faq,clinic_info,faq_flow,augmented,simple
8791,Что нельзя после лечение каналов?,faq,visit_prep,faq_flow,variation,simple
8792,"Добрый день, интересует брекеты",anamnesis,services,anamnesis_flow,augmented,complex
8793,"Поясните, пожалуйста?!",faq,followup,faq_flow,augmented,complex
8794,После КТ у Смирновой стало хуже!,negative_feedback,quality,escalation_flow,augmented,medium
8795,Хочу на гигиену 😊,booking,new_appointment,booking_flow,augmented,simple
8796,Всего доброго 🦷,conversational,farewell,conversation_flow,augmented,simple
8797,Перенесите нас реду,booking,reschedule,booking_flow,augmented,simple
8798,Сколько нельзя пить после профгигиену заранее спасибо,faq,visit_prep,faq_flow,augmented,medium
8799,протезирование это больно...,faq,procedure,faq_flow,augmented,simple
8800,Сколько нельзя курить после лечение каналов?,faq,visit_prep,faq_flow,variation,medium
8801,До свидания заранее спасибо спасибо,conversational,farewell,conversation_flow,augmented,simple
8802,Сколько нельзя курить пОсле консультацию 😊,faq,visit_prep,faq_flow,augmented,medium
8803,Не увреен 👍,conversational,unclear,clarification_flow,augmented,simple
8804,Расскажите боьлше,faq,followup,faq_flow,augmented,simple
8805,Запись к детскому стоматологу на завтра 🙏,booking,new_appointment,booking_flow,augmented,medium
8806,Спасибоз а информацию,conversational,gratitude,conversation_flow,augmented,simple
8807,Верните деньги...,negative_feedback,general,escalation_flow,augmented,simple
8808,Что нельзя после отбеливания?,faq,visit_prep,faq_flow,template,simple
8809,"Здравствуйте, добрый день пожалуйста",conversational,greeting,conversation_flow,augmented,complex
8810,Возомжно,conversational,unclear,clarification_flow,augmented,simple
8811,У меня пульсирующая боль три дня,anamnesis,symptom,anamnesis_flow,variation,medium
8812,Спсаибо большое,conversational,gratitude,conversation_flow,augmented,simple
8813,Мне не перезвонили!,negative_feedback,service_issue,escalation_flow,augmented,simple
8814,Не сейчас 👍,conversational,unclear,clarification_flow,augmented,simple
8815,ЕСТЬ ДЕТСКИЙ СТОМАТОЛОГ,faq,clinic_info,faq_flow,augmented,simple
8816,Случилось слетела коронка,anamnesis,complaint,anamnesis_flow,variation,simple
8817,А МОЖНО ПО-ДРУГОУМ?,faq,followup,faq_flow,augmented,simple
8818,"Здравствуйте, подумаю",conversational,unclear,clarification_flow,augmented,complex
8819,У меня чувствительность со вчера 🦷,anamnesis,symptom,anamnesis_flow,augmented,medium
8820,лечение кариеса это больно 👍,faq,procedure,faq_flow,augmented,simple
8821,зуб мудрости постоянно болит.,anamnesis,symptom,anamnesis_flow,augmented,simple
8822,"Здравствуйте, посоветуюсь",conversational,unclear,clarification_flow,augmented,complex
8823,Не сообщили о переносе,negative_feedback,service_issue,escalation_flow,template,simple
8824,Приевт заранее спасибо,conversational,greeting,conversation_flow,augmented,simple
8825,Откололся кусочек зуба!!,anamnesis,complaint,anamnesis_flow,augmented,simple
8826,Врач Кузнецовой не объяснил пожалуйста,negative_feedback,staff,escalation_flow,augmented,simple
8827,Нужно пломбирование заранее спасибо,anamnesis,services,anamnesis_flow,augmented,simple
8828,"скажите, сколько длится имплантацию?",faq,procedure,faq_flow,augmented,complex
8829,"Добрый день, точно нужно?",faq,followup,faq_flow,augmented,complex
8830,На ближайшее время,booking,new_appointment,booking_flow,template,simple
8831,Можно заниматься спортом после...,faq,visit_prep,faq_flow,augmented,simple
8832,"Здравствуйте, анестезия входит в стоимость?",faq,procedure,faq_flow,augmented,complex
8833,Сколько нельзя заниматься спортом после КТ?,faq,visit_prep,faq_flow,variation,medium
8834,Ждал несколько дней пожалуйста,negative_feedback,service_issue,escalation_flow,augmented,simple
8835,БОЛЬШЕ НЕ ПРИДУ СПАСИБО,negative_feedback,general,escalation_flow,augmented,simple
8836,"Скажите, есть альтеРнативы?",faq,procedure,faq_flow,augmented,complex
8837,лечение каналов это больно,faq,procedure,faq_flow,augmented,simple
8838,"Привет, отмена приёма",booking,cancel,booking_flow,augmented,complex
8839,Перенесите на пятницу 😢,booking,reschedule,booking_flow,augmented,simple
8840,Какая цена на профгигиену!,faq,price,faq_flow,augmented,simple
8841,"Скажите, сколько длится виниры?",faq,procedure,faq_flow,augmented,complex
8842,"Скажите, хочу пожаловаться спасибо",negative_feedback,general,escalation_flow,augmented,complex
8843,Ждал тРи дня...,negative_feedback,service_issue,escalation_flow,augmented,simple
8844,Сидорова былг руб,negative_feedback,staff,escalation_flow,augmented,simple
8845,Хочу реставрацию зуба,anamnesis,services,anamnesis_flow,template,simple
8846,"Здравствуйте, сколько нельзя пить после чистку?",faq,visit_prep,faq_flow,augmented,complex
8847,запись к ортопеду на утро 🦷,booking,new_appointment,booking_flow,augmented,medium
8848,"Привет, я вам перезвоню",conversational,unclear,clarification_flow,augmented,complex
8849,Как подготовиться к удалнеие?,faq,visit_prep,faq_flow,augmented,simple
8850,Да спасибо!,conversational,confirmation,conversation_flow,augmented,simple
8851,"ДОБРЫЙ ДЕНЬ, КАКАЯ ЦЕНА НА ОТБЕЛИВАНИЕ?",faq,price,faq_flow,augmented,complex
8852,После коронку у Волкова стало хуже,negative_feedback,quality,escalation_flow,variation,medium
8853,Привет 🙏,conversational,greeting,conversation_flow,augmented,simple
8854,Доброе утро.,conversational,greeting,conversation_flow,augmented,simple
8855,"Подскажите, до свидания пожалуйста",conversational,farewell,conversation_flow,augmented,complex
8856,"Добрый день, это правда необходимо?!",faq,followup,faq_flow,augmented,complex
8857,Непрофесисональное отношение,negative_feedback,staff,escalation_flow,augmented,simple
8858,"Здравствуйте, сколько нельзя есть после имплантацию?",faq,visit_prep,faq_flow,augmented,complex
8859,десна немного болит,anamnesis,symptom,anamnesis_flow,variation,simple
8860,Хочу поогворить с руководством,negative_feedback,general,escalation_flow,augmented,simple
8861,"Подскажите, врач Иванова не объяснил",negative_feedback,staff,escalation_flow,augmented,complex
8862,Откололся куосчек зуба,anamnesis,complaint,anamnesis_flow,augmented,simple
8863,Принимаете AppleP ay?,faq,clinic_info,faq_flow,augmented,simple
8864,"ПОДСКАЖИТЕ, МНЕ НЕ ПЕРЕЗВОНИЛИ НЕСКОЛЬКО ДНЕЙ",negative_feedback,service_issue,escalation_flow,augmented,complex
8865,можно на другой день 🦷,booking,reschedule,booking_flow,augmented,simple
8866,Прикусил язык пожалуйста...,anamnesis,complaint,anamnesis_flow,augmented,simple
8867,Элайнер треснул спасибо заранее спасибо,anamnesis,complaint,anamnesis_flow,augmented,simple
8868,Что нужно перед приёмом?,faq,visit_prep,faq_flow,template,simple
8869,"Скажите, сколько нельзя курить после консультацию?",faq,visit_prep,faq_flow,augmented,complex
8870,"СКАЖИТЕ, ПОСЛЕ ИМПЛАНТАЦИЮ У ЛЕБЕДЕВОЙ СТАЛО ХУЖЕ",negative_feedback,quality,escalation_flow,augmented,complex
8871,ПЛАНИРУЮ ВИНИРЫ ПОЖАЛУЙСТА,anamnesis,services,anamnesis_flow,augmented,simple
8872,лечение каналов это больно спасибо,faq,procedure,faq_flow,augmented,simple
8873,"Привет, как подготовиться?",faq,visit_prep,faq_flow,augmented,complex
8874,Принимаете наличные заранее спасибо,faq,clinic_info,faq_flow,augmented,simple
8875,"Здравствуйте, скажите, поясните, пожалуйста",faq,followup,faq_flow,augmented,complex
8876,Скольок длится брекеты?,faq,procedure,faq_flow,augmented,simple
8877,ХОРОШГЕО ДНЯ,conversational,farewell,conversation_flow,augmented,simple
8878,А врдуг не получится?,faq,followup,faq_flow,augmented,simple
8879,"Привет, спасибо спасибо",conversational,gratitude,conversation_flow,augmented,complex
8880,"Привет, недоволен обслуживанием",negative_feedback,general,escalation_flow,augmented,complex
8881,"Подскажите, зуб изменил цвет заранее спасибо",anamnesis,complaint,anamnesis_flow,augmented,complex
8882,Здарвствуйте,conversational,greeting,conversation_flow,augmented,simple
8883,Это безопасно 🦷 😊,faq,procedure,faq_flow,augmented,simple
8884,"Привет, спасибо большое пожалуйста",conversational,gratitude,conversation_flow,augmented,complex
8885,"Скажите, до скорого...",conversational,farewell,conversation_flow,augmented,complex
8886,Непрофессиональное отношение спасибо,negative_feedback,staff,escalation_flow,augmented,simple
8887,Врач ничего не знает?,negative_feedback,staff,escalation_flow,augmented,simple
8888,У меня боль от холодного три дня,anamnesis,symptom,anamnesis_flow,variation,medium
8889,"Привет, планирую отбеливание",anamnesis,services,anamnesis_flow,augmented,complex
8890,"Добрый день, спасибо за помощь спасибо",conversational,gratitude,conversation_flow,augmented,complex
8891,До встречи заранее спасибо!!,conversational,farewell,conversation_flow,augmented,simple
8892,нижняя десна периодически болит 👍,anamnesis,symptom,anamnesis_flow,augmented,simple
8893,"Здравствуйте, прощайте?!",conversational,farewell,conversation_flow,augmented,complex
8894,Покан е решил,conversational,unclear,clarification_flow,augmented,simple
8895,Не сейчас...,conversational,unclear,clarification_flow,augmented,simple
8896,Мне не перезвонили три дня,negative_feedback,service_issue,escalation_flow,variation,simple
8897,Интересуют элайнеры?,anamnesis,services,anamnesis_flow,augmented,simple
8898,Перезапишите на 14:00?,booking,reschedule,booking_flow,augmented,simple
8899,АДМИНИСТРАТОР НАХАМИЛ?!,negative_feedback,staff,escalation_flow,augmented,simple
8900,Хочу к ортодонту,booking,new_appointment,booking_flow,variation,simple
8901,Я вам перезвоню?!,conversational,unclear,clarification_flow,augmented,simple
8902,"Привет, до скорого...",conversational,farewell,conversation_flow,augmented,complex
8903,"Здравствуйте, подскажите, приду",conversational,confirmation,conversation_flow,augmented,complex
8904,Угу пожалуйста?!,conversational,confirmation,conversation_flow,augmented,simple
8905,врча не слушал,negative_feedback,staff,escalation_flow,augmented,simple
8906,Планирую виниры заранее спасибо,anamnesis,services,anamnesis_flow,augmented,simple
8907,"Отмените запись, уезжаю пожалуйста",booking,cancel,booking_flow,augmented,complex
8908,Запись к гигиенисту на пятницу,booking,new_appointment,booking_flow,variation,simple
8909,Не работает онлай-нзапись,negative_feedback,service_issue,escalation_flow,augmented,simple
