candidate_idx,scenario,text,max_sim_to_hard,nearest_hard_id,max_sim_to_seed,nearest_seed_id,max_sim_to_train,nearest_train_id,auto_reject_reason,intra_pool_duplicate_of
648,doctor_name_stress,Василевская принимает по утрам?,0.5832,switch_036,0.6067,seed_244,0.701,var_seed_244_4d5e84,intra_pool>=0.90,Василевская принимает по вечерам?
649,doctor_name_stress,к козловой на вторник слот есть,0.6274,switch_041,0.6803,seed_253,0.7229,var_seed_253_4c331d,,
650,doctor_name_stress,Смирнов свободен после 18?,0.5061,hard_084,0.4391,seed_245,0.475,var_seed_240_fd5cfe,,
651,doctor_name_stress,помогите записаться к поповой срочно,0.6855,switch_002,0.719,seed_247,0.7065,var_seed_235_454ab5,,
652,doctor_name_stress,кузнецова юлия викторовна когда принемает,0.4572,switch_049,0.5457,seed_176,0.5419,var_seed_227_8580d7,,
653,doctor_name_stress,Морозов на завтра есть место?,0.6069,switch_021,0.7176,seed_229,0.6899,var_seed_227_04fa79,,
654,doctor_name_stress,запись к новожилову на вечер,0.658,switch_036,0.72,seed_271,0.7387,var_seed_271_ff795a,,
655,doctor_name_stress,к григорьевой можно зписаться?,0.6063,hard_085,0.6173,seed_242,0.6268,var_seed_250_c6241f,,
656,doctor_name_stress,ЛЕЧУ К ВАСИЛЬЕВУЙ ЧТО СКАЗАЛ?,0.4943,hard_076,0.5416,seed_398,0.5114,var_seed_098_9d48c8,,
657,doctor_name_stress,свободные дни у орловой покажите,0.5626,hard_068,0.5688,seed_229,0.6922,var_seed_232_b2c1ea,,
658,doctor_name_stress,к степанову на 20 число меня запишите,0.7048,switch_002,0.6968,seed_252,0.7067,var_seed_232_96d4cb,,
659,doctor_name_stress,Павлова принимает детей?,0.6735,switch_049,0.6712,seed_141,0.6712,seed_141,,
660,doctor_name_stress,к беловой анне сергеевне слоты,0.4216,hard_085,0.4451,seed_322,0.5429,var_seed_227_c1f977,,
661,doctor_name_stress,завтра к романова свободна?,0.6377,hard_084,0.6703,seed_229,0.6599,var_seed_227_04fa79,,
662,doctor_name_stress,запишите ребенка к егорову,0.6889,hard_069,0.7308,seed_234,0.8127,var_seed_239_82f359,,
663,doctor_name_stress,к лебедевой на утро пятницы,0.6636,switch_036,0.699,seed_281,0.7074,var_seed_262_119cc4,,
664,doctor_name_stress,ЧТО У ФЕДОРОВОЙ ГРАФИК?,0.4242,switch_030,0.4823,seed_127,0.5172,var_seed_137_0c46f9,,
665,mixed_intent_new,зуб ноет скоко запишитесь на завтра,0.7184,switch_021,0.7538,seed_232,0.8198,var_seed_226_a23311,,
666,mixed_intent_new,Щека опухла срочно врача и цена вырывания,0.7572,hard_195,0.664,seed_005,0.6876,var_seed_005_c8a869,,
667,mixed_intent_new,дырка в переднем зубе можно записаться в пятницу,0.6932,hard_066,0.6879,seed_269,0.7401,var_seed_262_386bce,,
668,mixed_intent_new,флюс на десне запишусь сегодня утром,0.7783,hard_125,0.6282,seed_236,0.6408,var_seed_032_0a86be,,
669,mixed_intent_new,ноет жевательный зуб сколько стоит почистить и когда свободно,0.6946,hard_151,0.64,seed_131,0.7205,var_seed_133_8ad015,,
670,mixed_intent_new,ребенку 7 лет зуб разболелся срочно прием,0.7968,switch_042,0.6587,seed_014,0.7406,var_seed_230_693d3b,,
671,mixed_intent_new,вчера ударился зуб кровит цена лечения,0.7781,hard_161,0.6771,seed_057,0.7003,var_seed_013_6756f9,,
672,mixed_intent_new,Болит сильно внутри зуба запишитесь на вечер,0.7167,hard_007,0.7255,seed_001,0.7343,var_seed_017_503d36,,
673,mixed_intent_new,скоко вылечить зуб с дыркой и на когда запись,0.6959,hard_153,0.6526,seed_239,0.7989,var_seed_114_3fee60,,
674,mixed_intent_new,опухла щека от зуба можно срочно к вам,0.8076,hard_195,0.7443,seed_005,0.7836,var_seed_005_335836,,
675,mixed_intent_new,зубак ноет третий день цена пломбы,0.8087,hard_151,0.6725,seed_121,0.6688,var_seed_017_3fa77c,,
676,mixed_intent_new,треснул зуб грызя орех запишитесь завтра,0.739,hard_130,0.6553,seed_039,0.7146,var_seed_041_0525d7,,
677,mixed_intent_new,помагите зуб болит скока стоит удалить,0.7179,hard_086,0.7544,seed_001,0.788,var_seed_133_618348,,
678,mixed_intent_new,флюс у мамы срочно время приема,0.5829,hard_125,0.583,seed_227,0.6438,var_seed_248_0c693a,,
679,mixed_intent_new,дырка большая ноет тихо на понедельник запись,0.6193,switch_044,0.5627,seed_241,0.6091,var_seed_090_087c28,,
680,mixed_intent_new,зубы кровоточат после еды цена осмотра,0.7634,hard_161,0.7057,seed_013,0.7296,var_seed_013_6756f9,,
681,mixed_intent_new,подростку зуб сломался можно вечером,0.6774,hard_173,0.687,seed_014,0.7126,var_seed_037_82c547,,
682,mixed_intent_new,болит десна сильно и опухло срочно пломбировать,0.7675,hard_142,0.6716,seed_024,0.7208,var_seed_032_3ae814,,
683,mixed_intent_new,сколько чистка зуба который ноет,0.7405,hard_151,0.6836,seed_197,0.7857,var_seed_107_6fa8a1,,
684,mixed_intent_new,бабушке зуб разболелся запишитесь на утро,0.7102,switch_036,0.7532,seed_232,0.7532,seed_232,,
685,mixed_intent_new,зуб ноет уже неделю скока удалить,0.783,switch_016,0.6924,seed_001,0.7646,var_seed_133_618348,,
686,mixed_intent_new,Щека опухла надо срочно записаться,0.8769,hard_152,0.726,seed_247,0.7426,var_seed_005_c8a869,hard>=0.85,
687,mixed_intent_new,дырка в зубе болит запишитесь меня на завтра,0.7333,switch_021,0.7408,seed_232,0.7418,var_seed_226_a23311,,
688,mixed_intent_new,помогите зуб с корнем ноет цена какая,0.7289,hard_151,0.6509,seed_131,0.739,var_seed_133_8ad015,,
689,mixed_intent_new,ребенку 7 лет зуб разболелся можно на вечер,0.7494,switch_042,0.6445,seed_014,0.7396,var_seed_029_dd7efa,,
690,mixed_intent_new,флюс на зубе скока стоит лечить срочно,0.6172,hard_125,0.5402,seed_006,0.6451,var_seed_232_91f3c4,,
691,mixed_intent_new,ночью зуб заболел запишусь к вам завтра,0.7725,switch_021,0.7733,seed_232,0.8195,var_seed_231_a55527,,
692,mixed_intent_new,опухла десна после яблока сколько пломба,0.6672,hard_142,0.6432,seed_121,0.6845,var_seed_018_dafd8c,,
693,mixed_intent_new,зубы кровоточат надо срочно к врачу цена,0.7862,hard_161,0.6792,seed_013,0.7659,var_seed_232_91f3c4,,
694,mixed_intent_new,ноет передний зуб запишитесь на понедельник,0.7203,switch_044,0.7168,seed_232,0.7728,var_seed_241_e3166b,,
695,mixed_intent_new,мне 60 лет зуб сломался скока вылечить,0.666,hard_173,0.6457,seed_014,0.6931,var_seed_114_3fee60,,
696,mixed_intent_new,флюс раздуло щеку бежать к вам можно,0.6892,switch_034,0.7812,seed_034,0.6082,seed_005,,
697,mixed_intent_new,болит жевательный зуб после супа записаться,0.706,hard_122,0.6688,seed_001,0.6625,var_seed_226_a23311,,
698,mixed_intent_new,дочке зуб ноет третий день срочно цена,0.6973,hard_151,0.6099,seed_014,0.6981,var_seed_124_6bc3c4,,
699,mixed_intent_new,удар в зуб вчера болит скока удаление,0.6725,hard_048,0.7133,seed_057,0.7501,var_seed_133_618348,,
700,mixed_intent_new,десна гноится зуб ноет запишусь на среду,0.7017,switch_041,0.7118,seed_232,0.7262,var_seed_241_e3166b,,
701,mixed_intent_new,зуб с дыркой ноет не сплю срочно,0.7645,switch_031,0.6869,seed_001,0.7885,var_seed_070_117303,,
702,mixed_intent_new,после ореха зуб заболел цена лечения,0.7652,hard_130,0.6148,seed_120,0.6957,var_seed_037_c5df4b,,
703,mixed_intent_new,отцу болит корень зуба можно завтра утром,0.6312,hard_086,0.6443,seed_001,0.6598,var_seed_232_1ee0fd,,
704,mixed_intent_new,щека в пол лица флюс запишитесь меня,0.6936,switch_034,0.6777,seed_034,0.6425,var_seed_232_96d4cb,,
705,short_ambiguous_new,болит зубик,0.8582,hard_086,0.9327,seed_001,0.7689,var_seed_015_bebffd,"hard>=0.85,seed>=0.85",
706,short_ambiguous_new,КРОВЬ ИЗ ДЕСНЫ,0.7319,hard_200,0.6008,seed_002,0.6486,var_seed_026_4eba9b,,
707,short_ambiguous_new,флюс надулся,0.7152,hard_166,0.7505,seed_034,0.6392,var_seed_054_5fb12e,intra_pool>=0.90,флюс надувается
708,short_ambiguous_new,зуб треснул,0.8194,hard_173,0.9203,seed_039,0.8095,var_seed_037_ba1d5a,seed>=0.85,
709,short_ambiguous_new,щека распухла,0.7969,switch_019,0.9127,seed_005,0.9127,seed_005,"seed>=0.85,train>=0.85",
710,short_ambiguous_new,ноет жеватель,0.6541,switch_031,0.6014,seed_003,0.6651,var_seed_015_ad1159,,
711,short_ambiguous_new,гной сочится,0.7567,hard_169,0.7356,seed_018,0.8821,var_seed_018_bd319c,train>=0.85,
712,short_ambiguous_new,боль пронзает,0.7446,hard_036,0.7444,seed_001,0.6989,seed_017,,
713,short_ambiguous_new,дырка растет,0.7589,switch_045,0.6244,seed_053,0.7601,var_seed_090_e916eb,,
714,short_ambiguous_new,десна болитт,0.5976,hard_160,0.6294,seed_033,0.6497,var_seed_012_056c6c,,
715,short_ambiguous_new,ОПУХЛО ВСЕ,0.5813,hard_173,0.6353,seed_300,0.6353,seed_300,,
716,short_ambiguous_new,зуб шатается,0.9277,hard_171,0.8186,seed_014,0.8396,var_seed_014_10e644,hard>=0.85,
717,short_ambiguous_new,пульсирует сильно,0.7029,hard_167,0.7167,seed_017,0.7167,seed_017,,
718,short_ambiguous_new,челюсть ноет,0.7315,hard_174,0.7438,seed_008,0.7633,var_seed_008_134900,intra_pool>=0.90,нижняя челюсть ноет
719,short_ambiguous_new,сломала зуб,0.8464,hard_173,0.779,seed_001,0.8154,var_seed_037_82c547,,
720,short_ambiguous_new,жжение десны,0.648,hard_145,0.6597,seed_033,0.6995,var_seed_032_3ae814,,
721,short_ambiguous_new,кровоточит дырка,0.6542,hard_046,0.7036,seed_002,0.7099,var_seed_090_e916eb,,
722,short_ambiguous_new,боль в корне,0.6418,hard_036,0.6584,seed_001,0.6593,var_seed_091_f4d8d8,,
723,short_ambiguous_new,флюз прорвало,0.5661,hard_166,0.6013,seed_034,0.5662,var_seed_054_6b9de7,,
724,short_ambiguous_new,зуби крошатся,0.8029,hard_171,0.8065,seed_046,0.7928,seed_022,,
725,short_ambiguous_new,болит сильно,0.8133,hard_036,0.7615,seed_001,0.7649,var_seed_032_3ae814,,
726,short_ambiguous_new,КРОВЬ ТЕЧЁТ,0.751,hard_056,0.7095,seed_002,0.6321,var_seed_013_e31c8d,,
727,short_ambiguous_new,флюс опух,0.653,switch_034,0.6354,seed_034,0.648,var_seed_023_7140e7,,
728,short_ambiguous_new,зуб сломался,0.9349,hard_173,0.8454,seed_037,0.8985,var_seed_037_82c547,"hard>=0.85,train>=0.85",
729,short_ambiguous_new,гной из зуба,0.7195,hard_131,0.6992,seed_018,0.7535,var_seed_018_bd319c,,
730,short_ambiguous_new,зуб шатаетса,0.8699,hard_171,0.7699,seed_001,0.8376,var_seed_014_0ae538,hard>=0.85,
731,short_ambiguous_new,боль ночью,0.6586,hard_036,0.8281,seed_017,0.8281,seed_017,,
732,short_ambiguous_new,дырка большая,0.6824,hard_153,0.5685,seed_053,0.7435,var_seed_090_eabc0b,,
733,short_ambiguous_new,треснул зубок,0.8188,hard_173,0.9074,seed_039,0.8291,var_seed_037_ba1d5a,seed>=0.85,
734,short_ambiguous_new,рот горитт,0.5498,hard_170,0.5352,seed_019,0.5352,seed_019,,
735,short_ambiguous_new,язык онемел,0.6751,hard_168,0.6781,seed_027,0.6781,seed_027,,
736,short_ambiguous_new,челюсть дергается,0.721,hard_054,0.772,seed_008,0.772,seed_008,,
737,short_ambiguous_new,десна кровит,0.8288,hard_188,0.7904,seed_002,0.7747,var_seed_026_d4f71c,,
738,short_ambiguous_new,зуб пульсирует,0.8175,switch_047,0.7836,seed_001,0.8744,var_seed_017_05690c,train>=0.85,
739,short_ambiguous_new,нёбо болит,0.7096,hard_036,0.7327,seed_001,0.6921,seed_015,,
740,short_ambiguous_new,вкус гнилой,0.5603,hard_169,0.6158,seed_011,0.5668,var_seed_018_bd319c,,
741,short_ambiguous_new,опухоль выросла,0.7902,hard_172,0.6912,seed_023,0.7214,var_seed_023_8788ad,,
